timestamp,energy_kwh,date,hour,day_of_week,month
2025-05-03 20:00:00,23.784705034519902,2025-05-03,20,5,5
2025-05-03 21:00:00,21.545462851279584,2025-05-03,21,5,5
2025-05-03 22:00:00,17.804805433599977,2025-05-03,22,5,5
2025-05-03 23:00:00,12.988465717918848,2025-05-03,23,5,5
2025-05-04 00:00:00,9.415802250149307,2025-05-04,0,6,5
2025-05-04 01:00:00,8.631431418722867,2025-05-04,1,6,5
2025-05-04 02:00:00,8.313537923270571,2025-05-04,2,6,5
2025-05-04 03:00:00,9.892556903829634,2025-05-04,3,6,5
2025-05-04 04:00:00,11.397900001758755,2025-05-04,4,6,5
2025-05-04 05:00:00,12.006440854003497,2025-05-04,5,6,5
2025-05-04 06:00:00,15.539266196180314,2025-05-04,6,6,5
2025-05-04 07:00:00,17.979450181406143,2025-05-04,7,6,5
2025-05-04 08:00:00,12.416242785331828,2025-05-04,8,6,5
2025-05-04 09:00:00,15.664088671921743,2025-05-04,9,6,5
2025-05-04 10:00:00,12.803177002674454,2025-05-04,10,6,5
2025-05-04 11:00:00,12.762667644962427,2025-05-04,11,6,5
2025-05-04 12:00:00,12.262353894693872,2025-05-04,12,6,5
2025-05-04 13:00:00,12.357520818981117,2025-05-04,13,6,5
2025-05-04 14:00:00,10.79021879636593,2025-05-04,14,6,5
2025-05-04 15:00:00,12.757976323222179,2025-05-04,15,6,5
2025-05-04 16:00:00,21.71692016645033,2025-05-04,16,6,5
2025-05-04 17:00:00,13.436851839671004,2025-05-04,17,6,5
2025-05-04 18:00:00,17.8739823892733,2025-05-04,18,6,5
2025-05-04 19:00:00,18.847546612231167,2025-05-04,19,6,5
2025-05-04 20:00:00,21.355922687371603,2025-05-04,20,6,5
2025-05-04 21:00:00,20.171415549159576,2025-05-04,21,6,5
2025-05-04 22:00:00,16.28022674761735,2025-05-04,22,6,5
2025-05-04 23:00:00,15.166194140315909,2025-05-04,23,6,5
2025-05-05 00:00:00,6.509178351424401,2025-05-05,0,0,5
2025-05-05 01:00:00,7.905326903182996,2025-05-05,1,0,5
2025-05-05 02:00:00,4.479318970952472,2025-05-05,2,0,5
2025-05-05 03:00:00,9.105813595632048,2025-05-05,3,0,5
2025-05-05 04:00:00,23.560207651304815,2025-05-05,4,0,5
2025-05-05 05:00:00,11.201456590621962,2025-05-05,5,0,5
2025-05-05 06:00:00,13.892896861599906,2025-05-05,6,0,5
2025-05-05 07:00:00,16.655149869246316,2025-05-05,7,0,5
2025-05-05 08:00:00,15.133921481143418,2025-05-05,8,0,5
2025-05-05 09:00:00,13.2807756936453,2025-05-05,9,0,5
2025-05-05 10:00:00,11.152286306279002,2025-05-05,10,0,5
2025-05-05 11:00:00,9.063623820814257,2025-05-05,11,0,5
2025-05-05 12:00:00,8.84132278842124,2025-05-05,12,0,5
2025-05-05 13:00:00,7.187451746431865,2025-05-05,13,0,5
2025-05-05 14:00:00,10.484973134111282,2025-05-05,14,0,5
2025-05-05 15:00:00,19.526522637658637,2025-05-05,15,0,5
2025-05-05 16:00:00,9.608314279307324,2025-05-05,16,0,5
2025-05-05 17:00:00,13.47733148420225,2025-05-05,17,0,5
2025-05-05 18:00:00,14.87014431930329,2025-05-05,18,0,5
2025-05-05 19:00:00,17.50157112121332,2025-05-05,19,0,5
2025-05-05 20:00:00,18.04423864030511,2025-05-05,20,0,5
2025-05-05 21:00:00,18.212283229898528,2025-05-05,21,0,5
2025-05-05 22:00:00,14.870505703044271,2025-05-05,22,0,5
2025-05-05 23:00:00,12.810854203338497,2025-05-05,23,0,5
2025-05-06 00:00:00,6.708775742536136,2025-05-06,0,1,5
2025-05-06 01:00:00,15.168246014487272,2025-05-06,1,1,5
2025-05-06 02:00:00,7.940350185759198,2025-05-06,2,1,5
2025-05-06 03:00:00,8.287362639032553,2025-05-06,3,1,5
2025-05-06 04:00:00,6.5478814241353325,2025-05-06,4,1,5
2025-05-06 05:00:00,12.383489575625335,2025-05-06,5,1,5
2025-05-06 06:00:00,14.864137149152919,2025-05-06,6,1,5
2025-05-06 07:00:00,16.000541029174965,2025-05-06,7,1,5
2025-05-06 08:00:00,15.944675234409196,2025-05-06,8,1,5
2025-05-06 09:00:00,13.314392922730857,2025-05-06,9,1,5
2025-05-06 10:00:00,12.386913479595794,2025-05-06,10,1,5
2025-05-06 11:00:00,11.943793921982056,2025-05-06,11,1,5
2025-05-06 12:00:00,10.616052372720272,2025-05-06,12,1,5
2025-05-06 13:00:00,10.561002765870489,2025-05-06,13,1,5
2025-05-06 14:00:00,9.462408995707317,2025-05-06,14,1,5
2025-05-06 15:00:00,8.726905743197305,2025-05-06,15,1,5
2025-05-06 16:00:00,11.532156189610705,2025-05-06,16,1,5
2025-05-06 17:00:00,14.093321553283232,2025-05-06,17,1,5
2025-05-06 18:00:00,15.604136169956806,2025-05-06,18,1,5
2025-05-06 19:00:00,17.56317933632467,2025-05-06,19,1,5
2025-05-06 20:00:00,19.081899711967218,2025-05-06,20,1,5
2025-05-06 21:00:00,16.49253643579794,2025-05-06,21,1,5
2025-05-06 22:00:00,14.96187890911775,2025-05-06,22,1,5
2025-05-06 23:00:00,11.749557022816221,2025-05-06,23,1,5
2025-05-07 00:00:00,8.514573704581908,2025-05-07,0,2,5
2025-05-07 01:00:00,5.4793897888657845,2025-05-07,1,2,5
2025-05-07 02:00:00,6.9320173074244495,2025-05-07,2,2,5
2025-05-07 03:00:00,7.7076085390837346,2025-05-07,3,2,5
2025-05-07 04:00:00,12.044319650404654,2025-05-07,4,2,5
2025-05-07 05:00:00,11.732382129902806,2025-05-07,5,2,5
2025-05-07 06:00:00,15.723309630553697,2025-05-07,6,2,5
2025-05-07 07:00:00,17.092906679046106,2025-05-07,7,2,5
2025-05-07 08:00:00,15.75383896685751,2025-05-07,8,2,5
2025-05-07 09:00:00,12.183287087473616,2025-05-07,9,2,5
2025-05-07 10:00:00,12.100093018852801,2025-05-07,10,2,5
2025-05-07 11:00:00,8.665651413074961,2025-05-07,11,2,5
2025-05-07 12:00:00,10.62271830904331,2025-05-07,12,2,5
2025-05-07 13:00:00,8.62064219510018,2025-05-07,13,2,5
2025-05-07 14:00:00,9.570055998734874,2025-05-07,14,2,5
2025-05-07 15:00:00,10.41753162833712,2025-05-07,15,2,5
2025-05-07 16:00:00,11.036407157967595,2025-05-07,16,2,5
2025-05-07 17:00:00,13.208348994952386,2025-05-07,17,2,5
2025-05-07 18:00:00,15.624785895964992,2025-05-07,18,2,5
2025-05-07 19:00:00,19.284568120656463,2025-05-07,19,2,5
2025-05-07 20:00:00,19.479221964755965,2025-05-07,20,2,5
2025-05-07 21:00:00,16.807476912734504,2025-05-07,21,2,5
2025-05-07 22:00:00,14.597589757237941,2025-05-07,22,2,5
2025-05-07 23:00:00,10.169501515806106,2025-05-07,23,2,5
2025-05-08 00:00:00,8.632293479449947,2025-05-08,0,3,5
2025-05-08 01:00:00,9.393354391929876,2025-05-08,1,3,5
2025-05-08 02:00:00,6.34438380852422,2025-05-08,2,3,5
2025-05-08 03:00:00,7.512902007430406,2025-05-08,3,3,5
2025-05-08 04:00:00,24.200685671874936,2025-05-08,4,3,5
2025-05-08 05:00:00,11.753671509148408,2025-05-08,5,3,5
2025-05-08 06:00:00,15.160590687432673,2025-05-08,6,3,5
2025-05-08 07:00:00,18.266140960238623,2025-05-08,7,3,5
2025-05-08 08:00:00,16.321120812757684,2025-05-08,8,3,5
2025-05-08 09:00:00,14.79339859868651,2025-05-08,9,3,5
2025-05-08 10:00:00,11.70898470852088,2025-05-08,10,3,5
2025-05-08 11:00:00,9.917337269137331,2025-05-08,11,3,5
2025-05-08 12:00:00,8.655343250765977,2025-05-08,12,3,5
2025-05-08 13:00:00,9.590385509247445,2025-05-08,13,3,5
2025-05-08 14:00:00,9.585896577368647,2025-05-08,14,3,5
2025-05-08 15:00:00,10.533793532962237,2025-05-08,15,3,5
2025-05-08 16:00:00,10.927225028494428,2025-05-08,16,3,5
2025-05-08 17:00:00,13.091949564088454,2025-05-08,17,3,5
2025-05-08 18:00:00,15.074754265610176,2025-05-08,18,3,5
2025-05-08 19:00:00,17.33814853798944,2025-05-08,19,3,5
2025-05-08 20:00:00,19.979993885603605,2025-05-08,20,3,5
2025-05-08 21:00:00,18.05359556717862,2025-05-08,21,3,5
2025-05-08 22:00:00,14.348874364486626,2025-05-08,22,3,5
2025-05-08 23:00:00,14.021189270058795,2025-05-08,23,3,5
2025-05-09 00:00:00,9.964574705775316,2025-05-09,0,4,5
2025-05-09 01:00:00,21.055319612621926,2025-05-09,1,4,5
2025-05-09 02:00:00,7.071719343727905,2025-05-09,2,4,5
2025-05-09 03:00:00,7.432640352153373,2025-05-09,3,4,5
2025-05-09 04:00:00,9.700855546639545,2025-05-09,4,4,5
2025-05-09 05:00:00,14.526159785599072,2025-05-09,5,4,5
2025-05-09 06:00:00,16.00174377545067,2025-05-09,6,4,5
2025-05-09 07:00:00,16.60077849002595,2025-05-09,7,4,5
2025-05-09 08:00:00,15.998949471307292,2025-05-09,8,4,5
2025-05-09 09:00:00,14.10586351857608,2025-05-09,9,4,5
2025-05-09 10:00:00,12.199863108531373,2025-05-09,10,4,5
2025-05-09 11:00:00,10.737955122814855,2025-05-09,11,4,5
2025-05-09 12:00:00,8.112541301105859,2025-05-09,12,4,5
2025-05-09 13:00:00,10.496338641523757,2025-05-09,13,4,5
2025-05-09 14:00:00,5.979306656518385,2025-05-09,14,4,5
2025-05-09 15:00:00,9.400314045837455,2025-05-09,15,4,5
2025-05-09 16:00:00,10.582027112354853,2025-05-09,16,4,5
2025-05-09 17:00:00,11.295962119543702,2025-05-09,17,4,5
2025-05-09 18:00:00,16.529929780569752,2025-05-09,18,4,5
2025-05-09 19:00:00,18.56157358764722,2025-05-09,19,4,5
2025-05-09 20:00:00,18.542973904959766,2025-05-09,20,4,5
2025-05-09 21:00:00,18.786581488228293,2025-05-09,21,4,5
2025-05-09 22:00:00,15.70988329244458,2025-05-09,22,4,5
2025-05-09 23:00:00,13.102629346829094,2025-05-09,23,4,5
2025-05-10 00:00:00,8.908023734599347,2025-05-10,0,5,5
2025-05-10 01:00:00,7.435846594376999,2025-05-10,1,5,5
2025-05-10 02:00:00,9.93123103186473,2025-05-10,2,5,5
2025-05-10 03:00:00,11.523458378733364,2025-05-10,3,5,5
2025-05-10 04:00:00,12.993291444754362,2025-05-10,4,5,5
2025-05-10 05:00:00,14.925865724085218,2025-05-10,5,5,5
2025-05-10 06:00:00,20.264995387530067,2025-05-10,6,5,5
2025-05-10 07:00:00,21.920447029630584,2025-05-10,7,5,5
2025-05-10 08:00:00,18.816949998584114,2025-05-10,8,5,5
2025-05-10 09:00:00,16.505595070774845,2025-05-10,9,5,5
2025-05-10 10:00:00,12.078811729417005,2025-05-10,10,5,5
2025-05-10 11:00:00,11.682675961804392,2025-05-10,11,5,5
2025-05-10 12:00:00,12.29283708527473,2025-05-10,12,5,5
2025-05-10 13:00:00,12.95181641394933,2025-05-10,13,5,5
2025-05-10 14:00:00,11.333940508345492,2025-05-10,14,5,5
2025-05-10 15:00:00,11.848527369691684,2025-05-10,15,5,5
2025-05-10 16:00:00,14.88300461689164,2025-05-10,16,5,5
2025-05-10 17:00:00,15.693129275699473,2025-05-10,17,5,5
2025-05-10 18:00:00,11.293557083089866,2025-05-10,18,5,5
2025-05-10 19:00:00,20.39496556207954,2025-05-10,19,5,5
2025-05-10 20:00:00,22.624923945428087,2025-05-10,20,5,5
2025-05-10 21:00:00,22.550108240373255,2025-05-10,21,5,5
2025-05-10 22:00:00,20.110701621433414,2025-05-10,22,5,5
2025-05-10 23:00:00,15.178877702144833,2025-05-10,23,5,5
2025-05-11 00:00:00,7.083547500959075,2025-05-11,0,6,5
2025-05-11 01:00:00,10.422969891455063,2025-05-11,1,6,5
2025-05-11 02:00:00,10.107538504725367,2025-05-11,2,6,5
2025-05-11 03:00:00,11.379659405482824,2025-05-11,3,6,5
2025-05-11 04:00:00,12.017113244717947,2025-05-11,4,6,5
2025-05-11 05:00:00,16.562182016361447,2025-05-11,5,6,5
2025-05-11 06:00:00,20.189805468813503,2025-05-11,6,6,5
2025-05-11 07:00:00,21.07370100101295,2025-05-11,7,6,5
2025-05-11 08:00:00,19.15264724312848,2025-05-11,8,6,5
2025-05-11 09:00:00,16.00918923631946,2025-05-11,9,6,5
2025-05-11 10:00:00,16.593611705474896,2025-05-11,10,6,5
2025-05-11 11:00:00,12.13682298224986,2025-05-11,11,6,5
2025-05-11 12:00:00,12.163890680316404,2025-05-11,12,6,5
2025-05-11 13:00:00,13.462589025642911,2025-05-11,13,6,5
2025-05-11 14:00:00,11.748582953485961,2025-05-11,14,6,5
2025-05-11 15:00:00,12.667022202640615,2025-05-11,15,6,5
2025-05-11 16:00:00,13.054607142710454,2025-05-11,16,6,5
2025-05-11 17:00:00,17.638143490766144,2025-05-11,17,6,5
2025-05-11 18:00:00,19.43724214685606,2025-05-11,18,6,5
2025-05-11 19:00:00,22.502249628479355,2025-05-11,19,6,5
2025-05-11 20:00:00,23.96977145601754,2025-05-11,20,6,5
2025-05-11 21:00:00,20.482655560889658,2025-05-11,21,6,5
2025-05-11 22:00:00,17.546060074839406,2025-05-11,22,6,5
2025-05-11 23:00:00,13.564176862724356,2025-05-11,23,6,5
2025-05-12 00:00:00,8.41222714065928,2025-05-12,0,0,5
2025-05-12 01:00:00,8.720699172492854,2025-05-12,1,0,5
2025-05-12 02:00:00,9.832643443834725,2025-05-12,2,0,5
2025-05-12 03:00:00,8.94200351511697,2025-05-12,3,0,5
2025-05-12 04:00:00,3.6199251322124555,2025-05-12,4,0,5
2025-05-12 05:00:00,14.21998820526917,2025-05-12,5,0,5
2025-05-12 06:00:00,17.632634946513292,2025-05-12,6,0,5
2025-05-12 07:00:00,17.93194501918639,2025-05-12,7,0,5
2025-05-12 08:00:00,15.169034478043523,2025-05-12,8,0,5
2025-05-12 09:00:00,15.858472027312956,2025-05-12,9,0,5
2025-05-12 10:00:00,12.678439549245251,2025-05-12,10,0,5
2025-05-12 11:00:00,11.353148608257715,2025-05-12,11,0,5
2025-05-12 12:00:00,10.280497111831044,2025-05-12,12,0,5
2025-05-12 13:00:00,11.350092084591866,2025-05-12,13,0,5
2025-05-12 14:00:00,11.268485824756347,2025-05-12,14,0,5
2025-05-12 15:00:00,8.58500022283066,2025-05-12,15,0,5
2025-05-12 16:00:00,10.7940481034987,2025-05-12,16,0,5
2025-05-12 17:00:00,13.056009895883012,2025-05-12,17,0,5
2025-05-12 18:00:00,17.30979269010998,2025-05-12,18,0,5
2025-05-12 19:00:00,18.066946790477193,2025-05-12,19,0,5
2025-05-12 20:00:00,21.311931613734668,2025-05-12,20,0,5
2025-05-12 21:00:00,19.049659648103393,2025-05-12,21,0,5
2025-05-12 22:00:00,14.141010822938334,2025-05-12,22,0,5
2025-05-12 23:00:00,12.46256038783897,2025-05-12,23,0,5
2025-05-13 00:00:00,6.194944638158624,2025-05-13,0,1,5
2025-05-13 01:00:00,8.33528764831538,2025-05-13,1,1,5
2025-05-13 02:00:00,10.132688314762504,2025-05-13,2,1,5
2025-05-13 03:00:00,9.423806039333739,2025-05-13,3,1,5
2025-05-13 04:00:00,11.58550912664798,2025-05-13,4,1,5
2025-05-13 05:00:00,13.40959817095988,2025-05-13,5,1,5
2025-05-13 06:00:00,10.455475759565317,2025-05-13,6,1,5
2025-05-13 07:00:00,16.896205010922653,2025-05-13,7,1,5
2025-05-13 08:00:00,14.1802438343991,2025-05-13,8,1,5
2025-05-13 09:00:00,13.622140797358917,2025-05-13,9,1,5
2025-05-13 10:00:00,13.230957274643046,2025-05-13,10,1,5
2025-05-13 11:00:00,10.98945287612324,2025-05-13,11,1,5
2025-05-13 12:00:00,9.832898609572238,2025-05-13,12,1,5
2025-05-13 13:00:00,9.787212123797133,2025-05-13,13,1,5
2025-05-13 14:00:00,12.423645834831923,2025-05-13,14,1,5
2025-05-13 15:00:00,10.206786292525242,2025-05-13,15,1,5
2025-05-13 16:00:00,18.90735033669226,2025-05-13,16,1,5
2025-05-13 17:00:00,13.07591234716345,2025-05-13,17,1,5
2025-05-13 18:00:00,14.557807143880705,2025-05-13,18,1,5
2025-05-13 19:00:00,47.55238336557426,2025-05-13,19,1,5
2025-05-13 20:00:00,20.274800787986297,2025-05-13,20,1,5
2025-05-13 21:00:00,18.07503397432427,2025-05-13,21,1,5
2025-05-13 22:00:00,14.228805904630631,2025-05-13,22,1,5
2025-05-13 23:00:00,12.26642551847259,2025-05-13,23,1,5
2025-05-14 00:00:00,13.679071169035462,2025-05-14,0,2,5
2025-05-14 01:00:00,7.68953335790652,2025-05-14,1,2,5
2025-05-14 02:00:00,7.594581633640299,2025-05-14,2,2,5
2025-05-14 03:00:00,7.855040324556759,2025-05-14,3,2,5
2025-05-14 04:00:00,31.96386319435914,2025-05-14,4,2,5
2025-05-14 05:00:00,15.744916873943836,2025-05-14,5,2,5
2025-05-14 06:00:00,16.63301327958212,2025-05-14,6,2,5
2025-05-14 07:00:00,16.95721570004524,2025-05-14,7,2,5
2025-05-14 08:00:00,59.04861352572499,2025-05-14,8,2,5
2025-05-14 09:00:00,14.37210172778451,2025-05-14,9,2,5
2025-05-14 10:00:00,13.937880001963377,2025-05-14,10,2,5
2025-05-14 11:00:00,8.63084716040325,2025-05-14,11,2,5
2025-05-14 12:00:00,10.475155613170555,2025-05-14,12,2,5
2025-05-14 13:00:00,12.040923920456482,2025-05-14,13,2,5
2025-05-14 14:00:00,11.257672744623767,2025-05-14,14,2,5
2025-05-14 15:00:00,10.661162624800696,2025-05-14,15,2,5
2025-05-14 16:00:00,10.147446977553853,2025-05-14,16,2,5
2025-05-14 17:00:00,13.65593334363614,2025-05-14,17,2,5
2025-05-14 18:00:00,16.318559597910223,2025-05-14,18,2,5
2025-05-14 19:00:00,19.972741769143767,2025-05-14,19,2,5
2025-05-14 20:00:00,21.5846474930864,2025-05-14,20,2,5
2025-05-14 21:00:00,19.29533593075659,2025-05-14,21,2,5
2025-05-14 22:00:00,15.689758879156662,2025-05-14,22,2,5
2025-05-14 23:00:00,11.802800388828171,2025-05-14,23,2,5
2025-05-15 00:00:00,9.786023583960306,2025-05-15,0,3,5
2025-05-15 01:00:00,8.17168077110062,2025-05-15,1,3,5
2025-05-15 02:00:00,7.142874488273394,2025-05-15,2,3,5
2025-05-15 03:00:00,10.313113969567722,2025-05-15,3,3,5
2025-05-15 04:00:00,11.336797961444947,2025-05-15,4,3,5
2025-05-15 05:00:00,12.735768014620383,2025-05-15,5,3,5
2025-05-15 06:00:00,46.349147784601655,2025-05-15,6,3,5
2025-05-15 07:00:00,19.103348111697798,2025-05-15,7,3,5
2025-05-15 08:00:00,14.94902299857223,2025-05-15,8,3,5
2025-05-15 09:00:00,13.883464378220081,2025-05-15,9,3,5
2025-05-15 10:00:00,15.865805615094068,2025-05-15,10,3,5
2025-05-15 11:00:00,10.467001004992524,2025-05-15,11,3,5
2025-05-15 12:00:00,10.547700894888525,2025-05-15,12,3,5
2025-05-15 13:00:00,13.390543965400983,2025-05-15,13,3,5
2025-05-15 14:00:00,10.690458594020031,2025-05-15,14,3,5
2025-05-15 15:00:00,9.820827652922569,2025-05-15,15,3,5
2025-05-15 16:00:00,12.111068568524136,2025-05-15,16,3,5
2025-05-15 17:00:00,14.62630309964662,2025-05-15,17,3,5
2025-05-15 18:00:00,46.73691258849018,2025-05-15,18,3,5
2025-05-15 19:00:00,20.415319699122637,2025-05-15,19,3,5
2025-05-15 20:00:00,20.046675070517338,2025-05-15,20,3,5
2025-05-15 21:00:00,20.91279262355868,2025-05-15,21,3,5
2025-05-15 22:00:00,16.75816498449493,2025-05-15,22,3,5
2025-05-15 23:00:00,11.157643464801428,2025-05-15,23,3,5
2025-05-16 00:00:00,9.355783093335862,2025-05-16,0,4,5
2025-05-16 01:00:00,7.12946959180235,2025-05-16,1,4,5
2025-05-16 02:00:00,8.926403697768542,2025-05-16,2,4,5
2025-05-16 03:00:00,24.96705207669583,2025-05-16,3,4,5
2025-05-16 04:00:00,12.244887781537313,2025-05-16,4,4,5
2025-05-16 05:00:00,15.202775802392848,2025-05-16,5,4,5
2025-05-16 06:00:00,18.48982960964372,2025-05-16,6,4,5
2025-05-16 07:00:00,17.0062158121369,2025-05-16,7,4,5
2025-05-16 08:00:00,17.618888158276842,2025-05-16,8,4,5
2025-05-16 09:00:00,16.417884518822277,2025-05-16,9,4,5
2025-05-16 10:00:00,22.717523826360235,2025-05-16,10,4,5
2025-05-16 11:00:00,12.069743556025992,2025-05-16,11,4,5
2025-05-16 12:00:00,10.678089490030425,2025-05-16,12,4,5
2025-05-16 13:00:00,11.389933855809467,2025-05-16,13,4,5
2025-05-16 14:00:00,13.077131552640694,2025-05-16,14,4,5
2025-05-16 15:00:00,11.07592581774095,2025-05-16,15,4,5
2025-05-16 16:00:00,11.796620715299598,2025-05-16,16,4,5
2025-05-16 17:00:00,14.022505301335459,2025-05-16,17,4,5
2025-05-16 18:00:00,35.8759652973698,2025-05-16,18,4,5
2025-05-16 19:00:00,20.463265043265267,2025-05-16,19,4,5
2025-05-16 20:00:00,22.01162173224059,2025-05-16,20,4,5
2025-05-16 21:00:00,20.86217410714328,2025-05-16,21,4,5
2025-05-16 22:00:00,16.222465855965922,2025-05-16,22,4,5
2025-05-16 23:00:00,12.378931482770613,2025-05-16,23,4,5
2025-05-17 00:00:00,10.054298937274854,2025-05-17,0,5,5
2025-05-17 01:00:00,12.429382661821208,2025-05-17,1,5,5
2025-05-17 02:00:00,10.698106066812429,2025-05-17,2,5,5
2025-05-17 03:00:00,12.269133610134789,2025-05-17,3,5,5
2025-05-17 04:00:00,12.45011441901206,2025-05-17,4,5,5
2025-05-17 05:00:00,16.674959760016264,2025-05-17,5,5,5
2025-05-17 06:00:00,22.164175422966373,2025-05-17,6,5,5
2025-05-17 07:00:00,23.095047195903597,2025-05-17,7,5,5
2025-05-17 08:00:00,22.473264936125144,2025-05-17,8,5,5
2025-05-17 09:00:00,19.26698088486652,2025-05-17,9,5,5
2025-05-17 10:00:00,15.63196889925032,2025-05-17,10,5,5
2025-05-17 11:00:00,12.697534202476213,2025-05-17,11,5,5
2025-05-17 12:00:00,11.823701716125964,2025-05-17,12,5,5
2025-05-17 13:00:00,13.149805830895923,2025-05-17,13,5,5
2025-05-17 14:00:00,14.992454764953592,2025-05-17,14,5,5
2025-05-17 15:00:00,12.032190462310453,2025-05-17,15,5,5
2025-05-17 16:00:00,17.125229880170433,2025-05-17,16,5,5
2025-05-17 17:00:00,19.60124471786719,2025-05-17,17,5,5
2025-05-17 18:00:00,20.365798647633866,2025-05-17,18,5,5
2025-05-17 19:00:00,25.758686247056254,2025-05-17,19,5,5
2025-05-17 20:00:00,26.457384404246366,2025-05-17,20,5,5
2025-05-17 21:00:00,24.637520936737726,2025-05-17,21,5,5
2025-05-17 22:00:00,20.547128455562152,2025-05-17,22,5,5
2025-05-17 23:00:00,16.764789491905724,2025-05-17,23,5,5
2025-05-18 00:00:00,11.384654069117273,2025-05-18,0,6,5
2025-05-18 01:00:00,10.309139339735209,2025-05-18,1,6,5
